x,y
0.000000000000000000e+00,-4.683916762007914736e-01
1.000000000000000000e+00,-4.897730989951987191e-01
2.000000000000000000e+00,-5.007325339845484224e-01
3.000000000000000000e+00,-4.982919820331193073e-01
4.000000000000000000e+00,-4.813570097187346297e-01
5.000000000000000000e+00,-4.508918346168427904e-01
6.000000000000000000e+00,-4.096890566439138626e-01
7.000000000000000000e+00,-3.617749124107422776e-01
8.000000000000000000e+00,-3.115608969172032339e-01
9.000000000000000000e+00,-2.629022664004333487e-01
1.000000000000000000e+01,-2.182454166672827822e-01
1.100000000000000000e+01,-1.780360981576574742e-01
1.200000000000000000e+01,-1.405200376206469093e-01
1.300000000000000000e+01,-1.020020967314639038e-01
1.400000000000000000e+01,-5.754867876429561879e-02
1.500000000000000000e+01,-2.032946370721155915e-03
1.600000000000000000e+01,6.865207365985015464e-02
1.700000000000000000e+01,1.564365071818361597e-01
1.800000000000000000e+01,2.602079489166164161e-01
1.900000000000000000e+01,3.754382922122965760e-01
2.000000000000000000e+01,4.944261086973820718e-01
2.100000000000000000e+01,6.071659342823216843e-01
2.200000000000000000e+01,7.027306518895322096e-01
2.300000000000000000e+01,7.709406419592241821e-01
2.400000000000000000e+01,8.040200894170220769e-01
2.500000000000000000e+01,7.979268929492364659e-01
2.600000000000000000e+01,7.530953986747874751e-01
2.700000000000000000e+01,6.744419771342863301e-01
2.800000000000000000e+01,5.706286059327095872e-01
2.900000000000000000e+01,4.527261321055484067e-01
3.000000000000000000e+01,3.325332452916521242e-01
3.100000000000000000e+01,2.208643971713065146e-01
3.200000000000000000e+01,1.261099074125833774e-01
3.300000000000000000e+01,5.330096898515046533e-02
3.400000000000000000e+01,3.801412590284825033e-03
3.500000000000000000e+01,-2.437599069685980613e-02
3.600000000000000000e+01,-3.574182651937077293e-02
3.700000000000000000e+01,-3.618221773061600088e-02
3.800000000000000000e+01,-3.171777586318716424e-02
3.900000000000000000e+01,-2.738920460346463970e-02
4.000000000000000000e+01,-2.644708933660153138e-02
4.100000000000000000e+01,-2.995714783998650044e-02
4.200000000000000000e+01,-3.685483288036885130e-02
4.300000000000000000e+01,-4.440693517456494044e-02
4.400000000000000000e+01,-4.897338346436430623e-02
4.500000000000000000e+01,-4.691794640855612153e-02
4.600000000000000000e+01,-3.549668766834974953e-02
4.700000000000000000e+01,-1.355827083926572363e-02
4.800000000000000000e+01,1.808201354632579805e-02
4.900000000000000000e+01,5.668358200211887077e-02
5.000000000000000000e+01,9.805274162645515046e-02
5.100000000000000000e+01,1.373640880881106252e-01
5.200000000000000000e+01,1.701537750748430278e-01
5.300000000000000000e+01,1.932598050662724665e-01
5.400000000000000000e+01,2.055117839981305539e-01
5.500000000000000000e+01,2.080513440510379231e-01
5.600000000000000000e+01,2.042500255772256856e-01
5.700000000000000000e+01,1.992593709600298246e-01
5.800000000000000000e+01,1.992765619335852834e-01
5.900000000000000000e+01,2.106406260507752704e-01
6.000000000000000000e+01,2.388882831113675609e-01
6.100000000000000000e+01,2.878946641885269386e-01
6.200000000000000000e+01,3.592061379141762711e-01
6.300000000000000000e+01,4.516467713149925345e-01
6.400000000000000000e+01,5.612519540753769798e-01
6.500000000000000000e+01,6.815537853844638727e-01
6.600000000000000000e+01,8.042100860876699731e-01
6.700000000000000000e+01,9.199282700261111057e-01
6.800000000000000000e+01,1.019586291677240020e+00
6.900000000000000000e+01,1.095402473716627689e+00
7.000000000000000000e+01,1.141968986436818767e+00
7.100000000000000000e+01,1.156958169108597723e+00
7.200000000000000000e+01,1.141350087786751066e+00
7.300000000000000000e+01,1.099114261651070734e+00
7.400000000000000000e+01,1.036392217664107829e+00
7.500000000000000000e+01,9.603406248464559924e-01
7.600000000000000000e+01,8.778732583975347170e-01
7.700000000000000000e+01,7.945584266341529922e-01
7.800000000000000000e+01,7.138799757189229211e-01
7.900000000000000000e+01,6.369700119917938164e-01
8.000000000000000000e+01,5.628026971189987737e-01
8.100000000000000000e+01,4.887389567652595801e-01
8.200000000000000000e+01,4.112612418439035578e-01
8.300000000000000000e+01,3.267456867179072133e-01
8.400000000000000000e+01,2.321730321752625281e-01
8.500000000000000000e+01,1.257482961632922502e-01
8.600000000000000000e+01,7.445427298335360877e-03
8.700000000000000000e+01,-1.205097625341249867e-01
8.800000000000000000e+01,-2.532603846294065875e-01
8.900000000000000000e+01,-3.831669162193582778e-01
9.000000000000000000e+01,-5.000680618696935475e-01
9.100000000000000000e+01,-5.921278625282306862e-01
9.200000000000000000e+01,-6.473312446857231173e-01
9.300000000000000000e+01,-6.554916594919095729e-01
9.400000000000000000e+01,-6.104093300093912378e-01
9.500000000000000000e+01,-5.116570113188991797e-01
9.600000000000000000e+01,-3.654557771573353486e-01
9.700000000000000000e+01,-1.842740847271081006e-01
9.800000000000000000e+01,1.489411636522591786e-02
9.900000000000000000e+01,2.132412105120304324e-01
